"Taxon ID","Species Name","Scientific Name Authorship","Nomenclatural Status","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Conservation","Invasive"
"BMSSYS0000048310","Myriospora smaragdula","(Wahlenb.) Nägeli ex Uloth",,"SPECIES","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Acarosporaceae","Myriospora","Myriospora smaragdula",,,
"BMSSYS0000731141","Aquacidia viridifarinosa","(Coppins & P. James) Aptroot",,"SPECIES","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Aquacidia","Aquacidia viridifarinosa",,,
"BMSSYS0000731194","Schizotrema quercicola","(Coppins & P. James) Ertz & Sanderson",,"SPECIES","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae","Schizotrema","Schizotrema quercicola",,,
"NBNSYS0000000201","Anser anser","(Linnaeus, 1758)",,"SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser anser",,,
"NBNSYS0000000364","Sterna dougallii","Montagu, 1813",,"SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna dougallii",,,
"NBNSYS0000002018","Equisetum palustre","L.",,"SPECIES","Plantae","Pteridophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","Equisetum palustre",,,
"NBNSYS0000002025","Equisetum telmateia","Ehrh.",,"SPECIES","Plantae","Pteridophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","Equisetum telmateia",,,
"NBNSYS0000002043","Asplenium obovatum","Viv.",,"SPECIES","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","Asplenium obovatum",,,
"NBNSYS0000002097","Ophioglossum vulgatum","L.",,"SPECIES","Plantae","Pteridophyta","Psilotopsida","Ophioglossales","Ophioglossaceae","Ophioglossum","Ophioglossum vulgatum",,,
"NBNSYS0000002167","Asparagus officinalis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis",,,
"NBNSYS0000002181","Ornithogalum pyrenaicum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Asparagaceae","Ornithogalum","Ornithogalum pyrenaicum",,,
"NBNSYS0000002214","Juncus gerardii","Loisel.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus","Juncus gerardii",,,
"NBNSYS0000002253","Galanthus nivalis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Galanthus","Galanthus nivalis",,,
"NBNSYS0000002361","Sparganium erectum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Poales","Typhaceae","Sparganium","Sparganium erectum",,,
"NBNSYS0000002436","Carex panicea","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex panicea",,,
"NBNSYS0000002530","Lolium temulentum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Lolium","Lolium temulentum",,,
"NBNSYS0000002630","Calamagrostis epigejos","(L.) Roth",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Calamagrostis","Calamagrostis epigejos",,,
"NBNSYS0000002714","Ranunculus sardous","Crantz",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus sardous",,,
"NBNSYS0000002742","Aquilegia vulgaris","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia vulgaris",,,
"NBNSYS0000002765","Papaver dubium subsp. dubium","L.",,"SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Papaver","Papaver dubium",,,
"NBNSYS0000002768","Papaver argemone","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Papaver","Papaver argemone",,,
"NBNSYS0000002781","Pseudofumaria lutea","(L.) Borkh.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Pseudofumaria","Pseudofumaria lutea",,,
"NBNSYS0000002785","Fumaria bastardii","Boreau",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Fumaria","Fumaria bastardii",,,
"NBNSYS0000002894","Rorippa nasturtium-aquaticum","(L.) Hayek",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Rorippa","Rorippa nasturtium-aquaticum",,,
"NBNSYS0000002956","Hypericum calycinum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum calycinum",,,
"NBNSYS0000002997","Silene noctiflora","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene noctiflora",,,
"NBNSYS0000003004","Agrostemma githago","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Agrostemma","Agrostemma githago",,,
"NBNSYS0000003006","Dianthus armeria","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Dianthus","Dianthus armeria",,,
"NBNSYS0000003064","Arenaria balearica","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Arenaria","Arenaria balearica",,,
"NBNSYS0000003074","Montia fontana","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae","Montia","Montia fontana",,,
"NBNSYS0000003088","Chenopodium bonus-henricus","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium bonus-henricus",,,
"NBNSYS0000003100","Chenopodium urbicum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium urbicum",,,
"NBNSYS0000003106","Beta vulgaris","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Beta","Beta vulgaris",,,
"NBNSYS0000003114","Atriplex laciniata","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Atriplex","Atriplex laciniata",,,
"NBNSYS0000003119","Atriplex portulacoides","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Atriplex","Atriplex portulacoides",,,
"NBNSYS0000003176","Oxalis corniculata","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis corniculata",,,
"NBNSYS0000003214","Cytisus scoparius","(L.) Link",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cytisus","Cytisus scoparius",,,
"NBNSYS0000003233","Trifolium medium","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium medium",,,
"NBNSYS0000003251","Trifolium aureum","Pollich",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium aureum",,,
"NBNSYS0000003262","Lotus angustissimus","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus angustissimus",,,
"NBNSYS0000003289","Vicia sylvatica","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Vicia sylvatica",,,
"NBNSYS0000003413","Prunus domestica","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus domestica",,,
"NBNSYS0000003513","Ribes rubrum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes rubrum",,,
"NBNSYS0000003515","Ribes nigrum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes nigrum",,,
"NBNSYS0000003518","Ribes uva-crispa","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes uva-crispa",,,
"NBNSYS0000003599","Oenothera biennis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera biennis",,,
"NBNSYS0000003711","Heracleum mantegazzianum","Sommier & Levier",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum mantegazzianum",,,
"NBNSYS0000003717","Bryonia dioica","Jacq.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Bryonia","Bryonia dioica",,,
"NBNSYS0000003722","Mercurialis annua","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Mercurialis","Mercurialis annua",,,
"NBNSYS0000003729","Euphorbia dulcis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia dulcis",,,
"NBNSYS0000003740","Euphorbia cyparissias","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia cyparissias",,,
"NBNSYS0000003745","Polygonum arenastrum","Boreau",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonum","Polygonum arenastrum",,,
"NBNSYS0000003765","Persicaria wallichii","Greuter & Burdet",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria wallichii",,,
"NBNSYS0000003838","Carpinus betulus","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Carpinus","Carpinus betulus",,,
"NBNSYS0000003866","Salix viminalis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Salix viminalis",,,
"NBNSYS0000003933","Cyclamen hederifolium","Aiton",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Cyclamen","Cyclamen hederifolium",,,
"NBNSYS0000003935","Lysimachia nummularia","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia nummularia",,,
"NBNSYS0000003946","Glaux maritima","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Glaux","Glaux maritima",,,
"NBNSYS0000003950","Syringa vulgaris","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Syringa","Syringa vulgaris",,,
"NBNSYS0000003984","Symphytum officinale","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida",,"Boraginaceae","Symphytum","Symphytum officinale",,,
"NBNSYS0000003994","Borago officinalis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida",,"Boraginaceae","Borago","Borago officinalis",,,
"NBNSYS0000004017","Lithospermum arvense","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida",,"Boraginaceae","Lithospermum","Lithospermum arvense",,,
"NBNSYS0000004035","Hyoscyamus niger","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Hyoscyamus","Hyoscyamus niger",,,
"NBNSYS0000004042","Solanum tuberosum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum tuberosum",,,
"NBNSYS0000004052","Verbascum nigrum","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Verbascum","Verbascum nigrum",,,
"NBNSYS0000004060","Antirrhinum majus","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Antirrhinum","Antirrhinum majus",,,
"NBNSYS0000004072","Chaenorhinum minus","(L.) Lange",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum","Chaenorhinum minus",,,
"NBNSYS0000004074","Kickxia spuria","(L.) Dumort.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Kickxia","Kickxia spuria",,,
"NBNSYS0000004138","Melampyrum pratense","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Melampyrum","Melampyrum pratense",,,
"NBNSYS0000004203","Mentha spicata","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha spicata",,,
"NBNSYS0000004222","Salvia verbenaca","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia verbenaca",,,
"NBNSYS0000004244","Lamium album","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamium","Lamium album",,,
"NBNSYS0000004288","Campanula rotundifolia","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Campanula rotundifolia",,,
"NBNSYS0000004292","Campanula medium","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Campanula medium",,,
"NBNSYS0000004306","Galium odoratum","(L.) Scop.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium odoratum",,,
"NBNSYS0000004310","Galium saxatile","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium saxatile",,,
"NBNSYS0000004313","Galium palustre","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium palustre",,,
"NBNSYS0000004318","Galium tricornutum","Dandy",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium tricornutum",,,
"NBNSYS0000004370","Senecio viscosus","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio viscosus",,,
"NBNSYS0000004414","Anaphalis margaritacea","(L.) Benth.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis","Anaphalis margaritacea",,,
"NBNSYS0000004474","Artemisia absinthium","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia absinthium",,,
"NBNSYS0000004503","Centaurea cyanus","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea cyanus",,,
"NBNSYS0000004575","Crepis biennis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Crepis biennis",,,
"NBNSYS0000004619","Laurus nobilis","L.",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Laurus","Laurus nobilis",,,
"NBNSYS0000004649","Lemna minuta","Kunth",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae","Lemna","Lemna minuta",,,
"NBNSYS0000004743","Galium pumilum","Murray",,"SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium pumilum",,,
"NBNSYS0000004760","Lamiastrum galeobdolon subsp. montanum","(Pers.) Ehrend. & Polatschek",,"SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamiastrum","Lamiastrum galeobdolon",,,
"NBNSYS0000005079","Talpa europaea","Linnaeus, 1758",,"SPECIES","Animalia","Chordata","Mammalia","Insectivora","Talpidae","Talpa","Talpa europaea",,,
"NBNSYS0000005179","Tursiops truncatus","(Montagu, 1821)",,"SPECIES","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Tursiops","Tursiops truncatus",,,
"NBNSYS0000005717","Falcaria lacertinaria","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Falcaria","Falcaria lacertinaria",,,
"NBNSYS0000005730","Ochropacha duplaris","(Linnaeus, 1761)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Ochropacha","Ochropacha duplaris",,,
"NBNSYS0000005739","Geometra papilionaria","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Geometra","Geometra papilionaria",,,
"NBNSYS0000005792","Orthonama vittata","(Borkhausen, 1794)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Orthonama","Orthonama vittata",,,
"NBNSYS0000005800","Xanthorhoe ferrugata","(Clerck, 1759)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe ferrugata",,,
"NBNSYS0000005835","Eulithis testata","(Linnaeus, 1761)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","Eulithis testata",,,
"NBNSYS0000005879","Operophtera brumata","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Operophtera","Operophtera brumata",,,
"NBNSYS0000005884","Perizoma bifaciata","(Haworth, 1809)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Perizoma","Perizoma bifaciata",,,
"NBNSYS0000005970","Lobophora halterata","(Hufnagel, 1767)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lobophora","Lobophora halterata",,,
"NBNSYS0000006010","Selenia tetralunaria","(Hufnagel, 1767)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Selenia","Selenia tetralunaria",,,
"NBNSYS0000006027","Menophra abruptaria","(Thunberg, 1792)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Menophra","Menophra abruptaria",,,
"NBNSYS0000006046","Bupalus piniaria","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Bupalus","Bupalus piniaria",,,
"NBNSYS0000006049","Lomographa bimaculata","(Fabricius, 1775)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lomographa","Lomographa bimaculata",,,
"NBNSYS0000006052","Theria primaria","(Haworth, 1809)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Theria","Theria primaria",,,
"NBNSYS0000006060","Aspitates ochrearia","(Rossi, 1794)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Aspitates","Aspitates ochrearia",,,
"NBNSYS0000006063","Agrius convolvuli","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Agrius","Agrius convolvuli",,,
"NBNSYS0000006078","Deilephila porcellus","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Deilephila","Deilephila porcellus",,,
"NBNSYS0000006115","Euproctis chrysorrhoea","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis chrysorrhoea",,,
"NBNSYS0000006116","Euproctis similis","(Fuessly, 1775)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis similis",,,
"NBNSYS0000006117","Leucoma salicis","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Leucoma","Leucoma salicis",,,
"NBNSYS0000006224","Xestia sexstrigata","(Haworth, 1809)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia sexstrigata",,,
"NBNSYS0000006249","Lacanobia thalassina","(Hufnagel, 1766)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia","Lacanobia thalassina",,,
"NBNSYS0000006269","Cerapteryx graminis","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cerapteryx","Cerapteryx graminis",,,
"NBNSYS0000006290","Mythimna straminea","(Treitschke, 1825)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna","Mythimna straminea",,,
"NBNSYS0000006322","Dasypolia templi","(Thunberg, 1792)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dasypolia","Dasypolia templi",,,
"NBNSYS0000006368","Xanthia togata","(Esper, 1788)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia togata",,,
"NBNSYS0000006375","Acronicta leporina","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta leporina",,,
"NBNSYS0000006398","Rusina ferruginea","(Esper, 1785)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Rusina","Rusina ferruginea",,,
"NBNSYS0000006443","Mesapamea didyma","(Esper, 1788)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mesapamea","Mesapamea didyma",,,
"NBNSYS0000006542","Polychrysia moneta","(Fabricius, 1787)",,"SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Polychrysia","Polychrysia moneta",,,
"NBNSYS0000007146","Leistus fulvibarbis","Dejean, 1826",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","Leistus fulvibarbis",,,
"NBNSYS0000007157","Nebria salina","Fairmaire & Laboulbène, 1854",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Nebria","Nebria salina",,,
"NBNSYS0000007211","Bembidion lampros","(Herbst, 1784)",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Bembidion","Bembidion lampros",,,
"NBNSYS0000007240","Bembidion tetracolum","Say, 1823",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Bembidion","Bembidion tetracolum",,,
"NBNSYS0000007318","Olisthopus rotundatus","(Paykull, 1790)",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Olisthopus","Olisthopus rotundatus",,,
"NBNSYS0000007328","Agonum marginatum","(Linnaeus, 1758)",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Agonum","Agonum marginatum",,,
"NBNSYS0000007351","Amara convexior","Stephens, 1828",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara convexior",,,
"NBNSYS0000007401","Harpalus rubripes","(Duftschmid, 1812)",,"SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus rubripes",,,
